unique_conversation_id,predictions
322914,2.7678616344566755e-05
607824,2.8220802278515605e-05
653133,0.00010142666282380626
909298,3.6124372264256254e-05
246979,3.326681282942606e-05
243488,0.9999256739039253
726581,3.236951143530518e-05
66191,3.526279046572854e-05
343089,2.8847901764101372e-05
961686,2.5929402064556116e-05
930020,4.498523941823579e-05
298850,0.9997944663926286
941829,2.6972653792279794e-05
930376,0.00012834003722629473
570608,3.9765218814706795e-05
239960,4.210868351449383e-05
271634,0.0001501159237127613
549806,2.968815148754113e-05
150106,2.533011024055527e-05
138042,4.49478733831479e-05
484933,4.1032468545445704e-05
748577,5.096908453266009e-05
263339,2.365941549084063e-05
383619,4.876678132211134e-05
85343,0.9999663797122059
680382,0.9999341156763836
82313,3.337972821499587e-05
747912,3.264262462417617e-05
412533,2.2808085351896645e-05
467762,0.9996738359584318
501117,2.7633559694676667e-05
50427,4.216658674659596e-05
84190,2.439106022504999e-05
343177,3.3858500673859895e-05
144042,3.0680326366344185e-05
68116,3.570672524707928e-05
73725,0.9999542332179493
936826,2.5324901058015433e-05
362058,3.001517282077031e-05
420891,2.5440333552414957e-05
789096,6.934121441195748e-05
911475,7.130978794889436e-05
588773,5.455624916353538e-05
543416,2.6010576472073754e-05
573533,2.515768771075759e-05
456883,2.636736555679277e-05
738256,5.0728075568630976e-05
588182,3.216557679054896e-05
142144,2.5607056849742362e-05
679625,2.4254195812018288e-05
399496,2.982967693702938e-05
352154,4.900248006788643e-05
113489,3.530208023209557e-05
649225,2.8571033754160455e-05
344040,3.1977767262134194e-05
99887,2.7332876936792868e-05
102513,3.066425739414266e-05
401680,3.752450727589959e-05
890970,7.665657032421416e-05
336249,7.118303514380867e-05
57631,9.878793676930126e-05
696185,3.4479353452903454e-05
49347,2.74479074857104e-05
38589,3.5884603429455015e-05
426282,2.7042995940710175e-05
361607,4.151987417237917e-05
592170,3.142630577546069e-05
28465,3.349816082255935e-05
16704,4.561857482743154e-05
571684,3.8891864846912866e-05
841408,2.77454441375107e-05
573806,0.00012808817160062216
69452,2.6164754241756764e-05
624646,5.344618582132531e-05
514558,0.9999695049727325
153887,2.5836516942755266e-05
165861,5.806062744010708e-05
491228,2.7652186022377283e-05
283149,0.9999588035746028
590359,0.0009161287259936289
297447,0.00023166829167358942
380673,4.3699561981988726e-05
253513,4.482152848703435e-05
669434,3.439603737726416e-05
727821,0.9999683051956357
414585,0.9998768421380924
370711,2.8862369303347854e-05
799204,2.3324006255913738e-05
542828,0.9999720500884289
353346,2.588158727677851e-05
585371,2.3199427281697148e-05
367900,4.6539309381670323e-05
395008,2.4900998601704215e-05
608501,3.363968070787415e-05
363384,4.10803974145703e-05
65740,2.4410297663451645e-05
341385,4.334087483248991e-05
842453,4.063078406941229e-05
382916,3.3499078495739374e-05
476868,4.080710541668234e-05
876143,2.665879738582879e-05
105885,3.4158032134628435e-05
196632,2.6418281667465105e-05
610515,8.730484408979471e-05
662654,2.6011407204475514e-05
317682,2.8793067813399505e-05
741631,7.250972648896571e-05
786890,0.00014300510033499598
538158,0.9997606342997204
332797,2.639803984371323e-05
920939,0.9999221787604919
273006,0.00023484215244597042
392191,3.481403769289422e-05
125728,3.488297998280518e-05
527305,4.828392188530808e-05
749403,2.832079666974915e-05
189448,2.668798859785007e-05
61374,3.434587397328681e-05
