unique_conversation_id,predictions
648044,0.0038545918510636905
959338,0.9962932189201591
171345,0.004403055004044828
885457,0.9955495919647237
741256,0.9943761717739018
242322,0.992217385409603
337944,0.006621410401915613
931434,0.0051088816466422285
429401,0.003926066470013886
648010,0.003508372870292641
382537,0.003225362503392845
881587,0.0032459809125019662
391534,0.007793274927621628
442553,0.0035131731277435172
945215,0.024116467702643803
570151,0.0038557959326356818
568228,0.003220468946023392
44670,0.010714256027605607
285523,0.0066472092410469275
922057,0.015592126566118197
652015,0.005204643384747099
605548,0.003477899172924309
383034,0.004282981382059131
786951,0.9954783727247407
235861,0.006014785134550227
848858,0.9938361100903694
876598,0.0039797976505539425
833054,0.9943289294167408
239153,0.9831829550488831
792263,0.005159505563194695
785555,0.015513340546575487
23334,0.9755800142096667
307165,0.004425119993508439
763085,0.004136200687749238
425106,0.027198508680403254
828938,0.9949642320584637
879483,0.0046086937389273564
605883,0.003592476500928108
13426,0.0032718316520650224
798173,0.9919897498841844
723379,0.0031446490520423503
449519,0.005432574233213725
346627,0.004655736317000154
780693,0.003047674391594584
938608,0.0028973495088824917
480829,0.003530420415964018
312459,0.0033962222986485104
424333,0.0031143857375665373
588636,0.9962260937170916
215051,0.9938637333259551
527098,0.00954745828410265
425546,0.003928280793254556
841271,0.0032924778328526677
381848,0.004239843703314179
731756,0.00689245621575596
492443,0.0031908130525024133
466754,0.004265878583091515
267745,0.00597452854778521
391681,0.004813777425283723
585655,0.003464183052441433
881098,0.9681589255192102
449700,0.0038629380525944984
528131,0.004796391099198364
254939,0.99428173183313
125241,0.9894036527584842
49632,0.005990342953098265
608875,0.02098852905147199
294179,0.007671170830722904
309188,0.004185662248236992
794423,0.0038218936807142678
131210,0.004285418388789911
714503,0.00445245933776784
541427,0.0035236225825248544
484810,0.004613322343584259
655377,0.9937217907828761
358271,0.004194739799907293
171244,0.0035616175224886686
740265,0.005683410697049772
293648,0.003456926652567363
211329,0.003591124359373239
889769,0.00432757510272799
668695,0.003411224059789697
860457,0.003295793016594739
587011,0.004780884007053549
53681,0.0038416152604086383
